,supplier_name,water_usage_per_capita,total_population_served,reported_final_total_potable_water_production,final_percent_residential_use,reported_recycled_water,percent_non_revenue,climate_zone,county_under_drought_declaration,precip,ETo_mm,max_temp,min_temp,avg_temp,palmer_hydro,palmer_z_index,DissolvedOxygen,pH,ElectricalConductance,cluster,pca_1,pca_2
180,Irvine Ranch Water District,0.011214696967739336,419968.1203703704,4689.525277777778,56.95768518518519,2384.396944444444,0.016849402386858663,8,0.19444444444444445,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,7.754395738060703,148.0,0,1.0127155800117889,0.13630508192919297
181,Joshua Basin Water District,0.011717598934563967,9610.157407407407,112.5726574074074,71.65794537037037,0.0,5.202425459907065,14,0.14814814814814814,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.813525533108866,8.3210689048908,148.0,0,-0.17796448241573315,-0.02265640804929322
182,Jurupa Community Service District,0.015646292051926764,130574.8785046729,2033.0400747663552,73.5233644859813,0.0,0.07293730737413723,10,0.1308411214953271,1.6475233644859812,126.60430677164592,72.42710280373832,47.32990654205608,59.88598130841122,-2.4169158878504673,-0.6114018691588785,8.429283489096573,8.306989041038996,148.0,0,1.2322850197828952,0.6965288345257119
183,"Kerman, City Of",4548.811500011103,15129.579439252337,67537634.32364486,71.71028037383178,0.0,0.017517878106492444,13,0.16822429906542055,1.6459345794392524,127.00024492010468,72.54205607476635,47.438317757009344,59.998130841121494,-2.345327102803738,-0.5702803738317758,5.051962616822429,8.15315482716317,148.0,0,0.1660324756222079,-0.7059658225292661
184,"Kingsburg, City Of",822.3314788150257,12110.537037037036,9608956.101426853,82.38888888888889,0.0,0.1418504246425756,13,0.14814814814814814,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,5.051481481481481,7.990584480970419,148.0,0,0.19073188360227603,-0.026906427679650225
185,La Habra  City Of Public Works,0.011357755078531147,63118.0,716.8787850467289,75.80719626168224,0.0,0.3270443930289144,8,0.16822429906542055,1.6370560747663552,127.00024492010468,72.63457943925233,47.510280373831776,60.07943925233645,-2.353551401869159,-0.5892523364485982,8.866666666666667,8.292363123895834,148.0,0,0.5470184581927193,0.8707174866637369
186,La Palma  City Of,0.009819959220107786,15892.74074074074,156.06775,70.3125,4.854629629629629,0.34124407258381495,8,0.17592592592592593,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,8.082818164991837,148.0,0,0.18528050505717075,-0.08751486087415289
187,La Verne  City Of,0.019548333196071452,32228.0,630.0036822429906,66.76252336448599,0.0,0.05044276609110327,9,0.16822429906542055,1.6439719626168225,126.2566993802734,72.5018691588785,47.38317757009346,59.950467289719626,-2.4245794392523363,-0.6081308411214954,8.689777481085892,8.339668587022986,148.0,0,0.609026210453567,0.5777885828742004
188,Laguna Beach County Water District,0.013843104415463544,19134.25925925926,264.954537037037,61.09981481481481,0.0,0.04764748385407513,6,0.17592592592592593,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,8.31261874871188,148.0,0,0.38450823433771897,0.5125959604634485
189,Lake Arrowhead Community Services District,0.01394304979807562,26164.166666666668,294.14416666666665,83.17185185185184,13.320092592592593,9.745777004460475,16,0.1388888888888889,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.813525533108866,8.335799262465928,148.0,0,-0.19435269982286862,-0.10411757786062734
190,Lake Hemet Municipal Water District,0.012675249195819376,53242.504672897194,674.792523364486,76.37781308411215,0.0,0.12510906707575745,10,0.17757009345794392,1.6339719626168225,127.3948798505907,72.68317757009346,47.51401869158879,60.106542056074765,-2.3833644859813083,-0.5850467289719626,8.429283489096573,8.284743910658923,148.0,0,0.3217435287692322,0.9922676366257054
191,Lakeside Water District,0.010196220456023032,35448.805555555555,361.3989814814814,86.47685185185185,0.0,0.761913850494854,10,0.17592592592592593,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,8.33210275578331,148.0,0,0.521744480618087,0.5047169862762366
192,Lakewood  City Of,0.0097170055643778,59332.214953271025,576.2241121495327,79.54018691588784,27.384766355140187,0.8125979902913059,8,0.12149532710280374,1.6439719626168225,126.2566993802734,72.5018691588785,47.38317757009346,59.950467289719626,-2.4245794392523363,-0.6081308411214954,8.689777481085892,8.339815426525707,148.0,0,0.7339738621317511,0.6019766123152608
193,Lamont Public Utility District,0.014218283217150199,19743.203703703704,280.3776027777778,70.3561111111111,0.0,0.6384452306562589,13,0.12962962962962962,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.90671453623537,8.211492328710385,148.0,0,0.294545548895537,0.20864532059516486
194,Las Virgenes Municipal Water District,0.020774535838727112,75384.01886792453,1566.067924528302,76.49056603773585,354.9688679245283,7.318735167695427,6,0.19811320754716982,1.6546698113207547,126.0630990459481,72.54150943396226,47.43207547169811,59.994339622641505,-2.4766981132075467,-0.5965094339622642,8.654775381850854,8.343755342927514,148.0,0,0.38844373000366406,0.2184791547930249
195,"Lathrop, City Of",0.005333297213459276,23511.12745098039,124.78745098039215,53.689019607843136,23.398039215686275,0.6669022016127023,12,0.14705882352941177,1.6180392156862744,127.5223034535345,72.92843137254901,47.759803921568626,60.351960784313725,-2.510882352941177,-0.6233333333333333,12.803976497638413,7.76356193326069,148.0,1,-1.4765335103934056,-0.4033959597188064
196,Lee Lake Water District,3.101509563537044,18662.987654320987,49086.14320987654,75.30864197530865,0.0,0.25698893809174955,10,0.16049382716049382,1.5534567901234568,129.38522370304926,73.31234567901235,47.92962962962963,60.62592592592593,-2.8658024691358026,-0.7086419753086419,8.39537037037037,8.335219373468258,148.0,1,-3.7003935304491233,2.4566860955897023
197,Lemoore  City Of,7428.065071606803,26238.59259259259,195132041.03703704,68.10296296296296,879.6296296296297,0.22998903975159007,13,0.21296296296296297,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,7.632283950617284,8.174164574998924,148.0,0,-0.30084157846874154,-1.7830232420647638
198,Lincoln  City Of,0.005205856825105922,48250.38888888889,251.47840555555555,73.95916666666666,38.21423148148148,0.08057783492836684,11,0.14814814814814814,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,10.039935185185186,7.859576530536173,148.0,0,0.35159137995420875,-0.4786038138476034
199,Lincoln Avenue Water Company,0.010850541568481541,16126.0,174.97583333333333,86.84722222222223,0.0,0.4792263034498208,9,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.689739858906526,8.329023467380159,148.0,0,0.3151619593374799,0.34905599015904215
200,Linda County Water District,3851.2360103226188,19486.23148148148,73474620.95342593,86.95277777777777,0.0,0.42468909233423285,11,0.19444444444444445,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,10.328504629629629,7.755949456140707,148.0,0,-0.4095138887780111,-2.2250002527907586
201,Livermore  City Of Division Of Water Resources,0.004885631847004542,31335.38888888889,151.71894444444445,58.84425925925926,0.0,3.8546799333891153,12,0.2037037037037037,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.848902447860782,8.1823332522261,576.0,0,0.196616032033936,0.13720623584702996
202,Livingston  City Of,1496.0879931363252,14598.222222222223,22284818.99962963,25.26813601851852,0.0,0.04810455815530849,12,0.2037037037037037,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.090333076131687,7.785032500935278,148.0,0,-0.07565668976484988,-0.757792384378811
203,Lodi  City Of Public Works Department,0.005520559807737086,65207.65094339623,359.54075471698116,64.7,0.0,8.567920409614334,12,0.18867924528301888,1.6546698113207547,126.0630990459481,72.54150943396226,47.43207547169811,59.994339622641505,-2.4766981132075467,-0.5965094339622642,13.007729644830215,7.7583732871343765,148.0,0,-0.285227677499543,-1.7627792315764848
204,Loma Linda  City Of *,0.01798854532964011,24039.819047619047,432.49407619047616,70.12683047619048,0.0,0.18417610359658612,10,0.1619047619047619,1.6155238095238096,126.34648349891793,72.72380952380952,47.551428571428566,60.1447619047619,-2.539714285714286,-0.6590476190476191,8.782800865800866,8.34546892393321,148.0,0,-0.6865667466426142,1.0703694750856758
205,Lomita  City Of,0.04260843017340668,20500.40594059406,865.0912871287129,90.04455445544555,0.0,0.41965136016163085,6,0.09900990099009901,1.576089108910891,128.20754239514977,73.04455445544555,47.80990099009901,60.43366336633664,-2.4596039603960396,-0.6888118811881188,8.635539839698255,8.323375644313392,148.0,1,-1.9149509797466733,1.8404877228962766
206,Lompoc  City Of,0.0035152752538637434,40982.086021505376,143.79354838709676,70.36881720430108,0.0,1.337118520596899,5,0.22580645161290322,1.7076881720430108,124.10068991633702,72.16989247311828,47.1494623655914,59.66881720430107,-2.621935483870968,-0.5997849462365592,8.866666666666667,8.256022039131716,148.0,0,1.9437028456100103,-0.950479718885196
207,Long Beach  City Of,0.007800110163471169,482023.02777777775,3773.868981481481,67.02314814814815,0.0,0.32486494471279076,6,0.1388888888888889,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.689739858906526,8.305240470374457,148.0,0,1.3294296873038223,1.267541180468846
208,Los Angeles County Public Works Waterworks District 29,0.026571947086804184,22273.953703703704,591.3727777777777,74.3425925925926,0.0,7.400093699123922,6,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.689739858906526,8.326910876050757,148.0,0,-0.07313773688869962,0.06101983883453916
209,Los Angeles County Public Works Waterworks District 40,0.016945396959819465,211201.19444444444,3576.224814814815,72.4074074074074,0.0,7.566368445378516,14,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.689739858906526,8.331313761958206,148.0,0,0.5873344506145914,0.6257156715919425
210,Los Angeles Department Of Water And Power,0.020374356596810334,1405000.0,28625.97101851852,67.97685185185185,540.6851851851852,0.03502218994750951,9,0.19444444444444445,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.689739858906526,8.311958780145055,148.0,0,1.6714489331658826,1.5577361810356944
211,"Los Banos, City Of",4953.486058148731,40930.93518518518,202510769.39972222,63.236111111111114,0.0,0.0030628991117171273,12,0.1388888888888889,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.090333076131687,7.783912419400981,148.0,0,-0.12905593974654667,-1.7748583363912036
212,Lynwood  City Of,0.006140552832025453,67689.5145631068,415.3996116504855,55.72398058252427,2.0163320388349515,0.05238600074089079,8,0.17475728155339806,1.6253398058252426,126.59010651591949,72.71262135922329,47.546601941747575,60.136893203883496,-2.4945631067961167,-0.6253398058252427,8.671003236245955,8.33387214673137,148.0,0,-0.05026111316316031,1.324061437203431
213,Madera  City Of,0.0036695305188743743,65672.06542056074,240.80430841121498,73.70093457943925,0.0,0.25111173247786356,13,0.21495327102803738,1.6526635514018693,125.93454054580016,72.38411214953271,47.3177570093458,59.85794392523365,-2.3350467289719625,-0.5698130841121495,8.866666666666667,8.202032495066373,148.0,0,1.2905125699586002,0.1410137342866369
214,Mammoth Community Water District,0.00309675490713162,16739.0,51.83658039047619,60.0,1.8848761904761906,3.1928293804320735,16,0.11428571428571428,1.6425238095238095,126.14538571451214,72.54380952380953,47.44190476190476,60.000952380952384,-2.399904761904762,-0.5836190476190476,9.158880952380953,7.810915345106842,148.0,0,-0.1544936336542319,-0.8246892382509828
215,Manhattan Beach  City Of,0.011432791478134722,35986.0,411.4227777777778,70.49907407407407,3.6437037037037037,0.1707480024511675,6,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.689739858906526,8.330899886892942,148.0,0,0.580750818420058,0.6702499132020394
216,Manteca  City Of,0.004505300144427647,80873.83495145632,364.67908737864076,82.08572815533981,1.2403414699029125,1.0808331076051614,12,0.1650485436893204,1.558106796116505,127.75180329449992,73.11941747572816,47.83398058252427,60.484466019417475,-2.5744660194174758,-0.7267961165048543,12.86571356085762,7.767909622788253,148.0,1,-2.813112656439277,0.5749994489808414
217,Marin Municipal Water District,0.010355736922017725,190150.5185185185,1968.8441666666668,73.0324074074074,39.86009259259259,3.0424832957399186,3,0.19444444444444445,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,8.250181298365305,148.0,0,0.8214896546522292,0.6849842825206465
218,Marina Coast Water District,0.008044053982265924,34740.194444444445,278.4151851851852,64.99824074074074,0.9507407407407408,0.17621473375646518,3,0.2037037037037037,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,8.036074228144944,148.0,0,0.40627943093044533,0.050610270890693004
219,Martinez  City Of,0.9525585221745669,33592.72641509434,33689.04801886792,56.74622641509434,0.0,0.26481936403849793,12,0.20754716981132076,1.6677830188679246,126.094914989525,72.30094339622642,47.2811320754717,59.798113207547175,-2.3284905660377357,-0.5454716981132075,13.219891818778123,7.775253118492875,148.0,0,1.0902774311186036,-1.8140636825650343
220,Mckinleyville Community Service District,0.002380926284355472,16900.0,40.23765420560748,73.70093457943925,5.184682242990654,6.24817908158201,1,0.14018691588785046,1.6526635514018693,125.93454054580016,72.38411214953271,47.3177570093458,59.85794392523365,-2.3350467289719625,-0.5698130841121495,10.526150422785935,8.196262028383524,148.0,0,0.3716409225873692,-0.859740646899247
221,Menlo Park  City Of,5.944798611985483,17589.528301886792,103336.45283018867,44.924433962264146,0.0,0.01903005458905484,3,0.19811320754716982,1.6546698113207547,126.0630990459481,72.54150943396226,47.43207547169811,59.994339622641505,-2.4766981132075467,-0.5965094339622642,3.4245283018867925,7.769693704673181,148.0,0,0.4582916065144667,0.17853087869877432
222,Merced  City Of,0.006189907953028073,86205.37962962964,532.6077777777778,71.76851851851852,0.013888888888888888,7.362007292247181,12,0.2037037037037037,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.090333076131687,7.785032500935278,148.0,0,0.080068804501507,-0.6191551755188833
223,Mesa Water District,0.011347303928170594,109440.0,1241.3286666666665,65.26133333333334,0.0,0.06595674669724766,6,0.25333333333333335,1.6430666666666667,125.74493487425367,72.83333333333333,47.614666666666665,60.22933333333333,-2.917466666666667,-0.6666666666666666,8.866666666666667,7.868639783631882,148.0,1,-0.9347473076115554,0.20614881713321478
224,Mid-Peninsula Water District,3.61849061834365,26980.673076923078,97530.95942307691,85.83653846153847,115.35576923076923,0.0022368094314909196,3,0.17307692307692307,1.5985576923076923,127.04343781976542,72.90865384615384,47.700961538461534,60.3125,-2.5576923076923075,-0.6675,3.425192307692308,7.9183750491479445,148.0,1,-1.2668631285539622,1.4750778051806037
225,Millbrae  City Of,3.5002071463129654,21558.0,75426.85925925926,70.62962962962963,0.0,0.0008125219664036469,3,0.2037037037037037,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,3.423888888888889,7.925481544988083,148.0,0,0.5132496528513861,0.5744639516624576
226,Milpitas  City Of,3.9335562232455885,74861.14814814815,292296.5546296296,56.03703703703704,0.0,0.01042992274438879,4,0.2037037037037037,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,9.644305555555556,7.922113859533713,148.0,0,0.5457914018008337,-0.06194388716442869
227,Mission Springs Water District,0.017293990098108166,38034.735849056604,656.358679245283,65.83018867924528,0.0,0.2047431782537354,15,0.1792452830188679,1.6138679245283019,126.62740176849192,72.56415094339623,47.41792452830189,59.99905660377358,-2.416698113207547,-0.6530188679245283,8.411635220125786,8.325414522584333,148.0,0,-0.038741295112270265,1.0323372546114562
228,"Modesto, City Of",4633.017676062722,228434.5,1057804522.5253677,71.82574074074074,0.0,7.451866450882945e-08,12,0.19444444444444445,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,5.475185626102292,8.084234268706872,148.0,0,0.7141678206407338,-0.24985889794694469
229,Monrovia  City Of,4462.175652275889,38158.28155339806,170029586.14563107,73.96543689320389,0.0,0.035480674163840306,9,0.1553398058252427,1.594757281553398,126.849714938306,72.9242718446602,47.717475728155335,60.328155339805825,-2.502038834951456,-0.6532038834951457,8.616426259824317,8.334737253150498,148.0,1,-1.6633891830240166,0.39472471311855617
230,Monte Vista Water District,0.012571671903861993,56594.90740740741,710.9595370370371,67.92129629629629,23.4662037037037,0.11253198513133186,10,0.17592592592592593,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.813525533108866,8.332298242697753,148.0,0,0.7142099632998855,0.7837949897760879
231,Montebello Land And Water Company,0.008611948213149971,28735.11214953271,245.91065420560747,81.85046728971963,0.899588785046729,0.20651813224534538,9,0.1308411214953271,1.652196261682243,126.2566993802734,72.4607476635514,47.37757009345794,59.927102803738315,-2.343644859813084,-0.5739252336448598,8.69378282153983,8.31816904020175,148.0,0,0.9601281954109459,0.29195590040920205
232,Montecito Water District,0.027227006559714186,12150.138888888889,326.96685185185186,71.78837962962963,0.0,2.1051368331041607,6,0.2037037037037037,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,8.070038833315989,148.0,0,-0.02568888321235117,-0.3014048017493911
233,Monterey Park  City Of,0.0033152857173939163,62183.0,206.15441176470588,70.38235294117646,0.0,0.04360094167830175,9,0.14705882352941177,1.5537745098039217,128.41891711047236,73.26372549019608,47.9578431372549,60.6186274509804,-2.5580392156862746,-0.7277450980392157,8.604892623716154,8.342615608697633,148.0,1,-2.572867972830756,2.8442642322591096
234,Morgan Hill  City Of,4229.473678553014,44699.72641509434,188867528.78301886,63.86858490566038,0.0,1.7017846046520033,4,0.20754716981132076,1.6521226415094339,126.53923681325604,72.52358490566037,47.41792452830189,59.97924528301887,-2.3939622641509435,-0.5765094339622642,9.644481132075471,8.046377171384584,148.0,0,0.14739654997001814,-1.4966494812001616
235,Morro Bay  City Of,2140.8236695417936,10351.438095238096,22134417.142571427,68.86876190476191,0.0,0.12063646696903209,5,0.11428571428571428,1.619047619047619,126.86112047684765,72.53142857142858,47.39523809523809,59.97142857142857,-2.3298095238095238,-0.6341904761904762,9.98,8.296178213777093,148.0,0,-0.3914075405773237,-0.32774711402044643
236,Moulton Niguel Water District,0.011757709486268355,171545.0185185185,2016.8137962962965,75.27777777777777,521.3726851851852,9.351677706935924,6,0.19444444444444445,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,8.31834457560615,148.0,0,0.3827869863557042,0.3873293277217574
237,Mountain House Community Services District,4793.744899343105,20551.567010309278,98634686.08649483,69.56020618556701,0.0,8.153384396434484,12,0.20618556701030927,1.6078865979381443,129.5852536722623,72.99072164948454,47.75773195876289,60.38247422680413,-2.0814432989690723,-0.5114432989690721,13.490823775458454,7.750294780253768,148.0,0,-1.9509753808561014,-2.175549640161322
238,Mountain View  City Of,0.009700147695950425,78524.97196261682,761.0979439252336,62.09345794392523,1.1962616822429906,0.10644216907864362,4,0.19626168224299065,1.6439719626168225,126.2566993802734,72.5018691588785,47.38317757009346,59.950467289719626,-2.4245794392523363,-0.6081308411214954,9.644392523364486,7.799325935507726,148.0,0,0.5345555115371153,-0.46233343982755687
239,Myoma Dunes Mutual Water Company,0.013841726329517643,8821.82075471698,120.52905660377358,75.36518867924528,0.02641509433962264,4.698112519879827,15,0.1509433962264151,1.6661792452830189,125.07826245573085,72.19245283018867,47.160377358490564,59.683018867924524,-2.290943396226415,-0.5484905660377358,8.433333333333334,8.334036942151902,148.0,0,1.162400554198941,-0.7351848755563919
240,Napa  City Of,0.011654349579672698,87077.97222222222,1014.9629629629629,63.907407407407405,0.0,0.08354249025156887,2,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.533240740740741,8.198976200608376,148.0,0,0.7905014246496714,0.6843540212187224
241,Nevada Irrigation District,0.005833565637083209,44761.0,261.11623148148146,80.54314814814815,0.4437962962962963,0.24400097714593016,11,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,8.262091835437333,148.0,0,0.592142304403209,0.48528794295179967
242,Newport Beach  City Of,0.017437549260029155,67229.42592592593,1171.954351851852,59.4537037037037,43.957314814814815,1.4615840216823908,6,0.16666666666666666,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,7.8900692714535765,148.0,0,0.43685879384083687,-0.13908972219835
243,Nipomo Community Services District,42.469914821148635,13388.74074074074,531393.6935185185,83.00648148148149,0.0,2.2033168817507196,5,0.14814814814814814,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,9.980000000000002,8.331128300197745,148.0,0,0.0660422815345487,-0.003712679729100665
244,Norco  City Of,0.02145417631007199,26498.448598130843,568.2248598130841,66.57476635514018,3.911214953271028,0.09192339824371334,10,0.1308411214953271,1.6439719626168225,126.2566993802734,72.5018691588785,47.38317757009346,59.950467289719626,-2.4245794392523363,-0.6081308411214954,8.412461059190031,8.328255436786947,148.0,0,0.5570105355411902,0.5499345964437021
245,North Coast County Water District,1.9141216987843075,38896.666666666664,74578.0025,78.22777777777777,1465.1296296296296,0.15884456719482176,3,0.21296296296296297,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,3.423888888888889,8.136862804445899,148.0,0,0.7873936944186815,1.1048794954211303
246,North Marin Water District,0.003270371078334303,61496.666666666664,201.10083333333333,81.63425925925925,16.664074074074076,0.3221364971985283,2,0.19444444444444445,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,8.291651693384987,148.0,0,0.6964756519877217,0.6135941889944316
247,North Tahoe Public Utility District,0.00411184938271605,7500.0,30.83887037037037,82.7136111111111,0.0,0.32561157622711673,16,0.1388888888888889,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,10.039935185185186,7.969186880011237,148.0,0,-0.16396566496131326,-0.7776393143689867
248,Norwalk City Of,0.0028397613193010146,18877.735849056604,53.33735849056604,97.05283018867925,2.2482075471698115,0.5422366474237225,8,0.16981132075471697,1.6546698113207547,126.0630990459481,72.54150943396226,47.43207547169811,59.994339622641505,-2.4766981132075467,-0.5965094339622642,8.654775381850854,8.341275369980789,148.0,0,0.4462644014363528,0.17694156443869075
249,Oakdale  City Of,0.0057370206537522795,22142.41414141414,127.08545454545455,75.79050505050505,0.0,0.14446285715949408,12,0.16161616161616163,1.6300000000000001,125.66637644247895,72.71414141414141,47.56969696969696,60.14848484848485,-2.603939393939394,-0.702020202020202,5.482111592111592,8.250797420619614,148.0,0,-0.41182473009254367,1.1757792336042596
250,Oceanside  City Of,0.011187665261433884,175860.6851851852,1966.6757407407408,63.87916666666666,10.321296296296296,0.03611295989195402,7,0.17592592592592593,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,8.329914376569931,148.0,0,1.0538153733045097,1.0789857961287344
251,Oildale Mutual Water Company,0.02097543536654733,34545.03703703704,718.0664814814814,76.97175925925927,0.0,0.17713634702878983,13,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.90671453623537,8.210308018010796,148.0,0,0.4911710086246973,0.33289044125306444
252,Olivehurst Public Utility District,0.005443374038519681,21283.82242990654,117.8582429906542,89.66110373831776,0.0,0.6967623017498401,11,0.1308411214953271,1.6439719626168225,126.2566993802734,72.5018691588785,47.38317757009346,59.950467289719626,-2.4245794392523363,-0.6081308411214954,10.317556074766355,8.087883435777554,148.0,0,0.21307991678029853,-0.49882782338770376
253,Olivenhain Municipal Water District,0.017184414242360693,85582.75925925926,1469.0869444444445,69.4675925925926,77.96546296296297,0.39146681450595056,7,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,7.981274951370114,148.0,0,0.6294543758289729,0.11744231220579242
254,Ontario  City Of,0.015093340041606394,176291.57407407407,2659.542037037037,56.225,377.88633333333337,0.021475585137798788,10,0.16666666666666666,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.813525533108866,8.323789937737159,148.0,0,1.0571453850281174,1.1232693466537145
255,Orange  City Of,0.015765081769729666,139889.78703703705,2205.1805555555557,63.85111111111111,165.11296296296297,0.2939721122650864,8,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,7.759670247704442,148.0,0,0.6671707876692038,-0.18329614815758588
256,Orange Vale Water Company,0.019863845571521852,16329.282828282829,324.42030303030305,83.5140404040404,0.0,0.24419523025445902,12,0.16161616161616163,1.672979797979798,124.93933371415889,72.23535353535354,47.17171717171717,59.71111111111111,-2.7230303030303027,-0.6626262626262626,13.853510424247375,7.61806967226981,184.88731762065095,0,0.10498672769036423,-2.942239198476759
257,Orchard Dale Water District,0.006549156016031095,25121.0,164.548,87.88838095238096,0.0,0.25132008169093034,9,0.1523809523809524,1.6155238095238096,126.34648349891793,72.72380952380952,47.551428571428566,60.1447619047619,-2.539714285714286,-0.6590476190476191,8.627814058956917,8.348851464705122,148.0,0,-0.6723821189929385,1.0009866045744737
258,Otay Water District,0.010602578972986918,223288.63888888888,2366.689814814815,68.825,0.0,0.03430324637785599,10,0.18518518518518517,1.6379166666666667,126.71605498088255,72.52037037037037,47.403703703703705,59.96944444444444,-2.3761111111111113,-0.6016666666666667,8.866666666666667,7.606775333700064,148.0,0,0.7427808358786314,-0.40095881542972406
259,Oxnard  City Of,0.008859561861214409,198378.66326530612,1755.9024489795918,56.2275,2064.83056122449,0.05012928741374803,6,0.22448979591836735,1.6462755102040818,127.74226965751802,72.81122448979592,47.70510204081633,60.26326530612245,-2.3121428571428573,-0.5124489795918368,8.866666666666667,8.266302122291918,148.0,0,0.8800765151870933,1.4675773368412173
